application_id,customer_id,broker_id,brand,application_channel,submitted_date,loan_amount,property_value,lvr,interest_rate,approved,lvr_bin,rate_bin,month
760,9092,204,Smartline,Online,2021-05-30,348523.0,408238.0,0.8537250329464675,5.66,0,"(0.85, 0.9]","(5.5, 6.5]",5
761,9912,379,Mortgage Choice,Broker,2024-07-12,136988.0,181145.0,0.7562339562229153,4.91,0,"(0.75, 0.8]","(4.5, 5.0]",7
762,8473,272,Mortgage Choice,Online,2017-05-21,124761.0,169810.0,0.7347093810729639,4.64,1,"(0.7, 0.75]","(4.5, 5.0]",5
763,1888,32,Lendi,Online,2022-11-02,118063.0,176650.0,0.6683441834135295,4.23,1,"(0.65, 0.7]","(4.0, 4.5]",11
764,3267,23,Aussie,Online,2020-02-04,450270.0,573734.0,0.7848061993885668,4.84,1,"(0.75, 0.8]","(4.5, 5.0]",2
765,667,102,Loan Market,Online,2021-06-16,461711.0,590502.0,0.7818957429441391,4.7,1,"(0.75, 0.8]","(4.5, 5.0]",6
766,4189,162,Loan Market,Broker,2020-10-10,178211.0,262519.0,0.6788499118159067,4.77,1,"(0.65, 0.7]","(4.5, 5.0]",10
767,672,98,Aussie,Online,2022-08-31,614549.0,926331.0,0.6634226858433973,4.96,1,"(0.65, 0.7]","(4.5, 5.0]",8
768,6778,144,Aussie,Online,2020-05-29,252125.0,344635.0,0.731571082449548,4.74,1,"(0.7, 0.75]","(4.5, 5.0]",5
769,7571,418,Aussie,Online,2020-01-16,297178.0,404189.0,0.7352451452167179,4.64,1,"(0.7, 0.75]","(4.5, 5.0]",1
770,7957,104,Loan Market,Online,2021-09-12,71714.0,112312.0,0.6385248237053921,3.81,0,"(0.6, 0.65]","(3.5, 4.0]",9
771,5125,382,Loan Market,Broker,2018-03-29,314295.0,460291.0,0.682818043368217,4.67,1,"(0.65, 0.7]","(4.5, 5.0]",3
772,5586,455,Lendi,Broker,2017-12-08,321503.0,496066.0,0.6481052924409252,4.68,1,"(0.6, 0.65]","(4.5, 5.0]",12
773,4778,417,Aussie,Online,2018-01-28,543364.0,624245.0,0.8704338841320315,5.34,1,"(0.85, 0.9]","(5.0, 5.5]",1
774,3901,324,Aussie,Online,2020-10-07,165213.0,265487.0,0.6223016569549544,3.66,1,"(0.6, 0.65]","(3.5, 4.0]",10
775,6678,171,Loan Market,Broker,2020-06-23,193664.0,224245.0,0.8636268367187674,5.04,1,"(0.85, 0.9]","(5.0, 5.5]",6
776,6982,64,Aussie,Online,2021-09-06,288804.0,380825.0,0.7583640779885774,4.4,1,"(0.75, 0.8]","(4.0, 4.5]",9
777,6377,244,Aussie,Broker,2019-08-29,176891.0,221225.0,0.7995976946547633,5.05,1,"(0.75, 0.8]","(5.0, 5.5]",8
778,524,71,Mortgage Choice,Broker,2021-05-26,560148.0,638727.0,0.876975609297869,5.01,1,"(0.85, 0.9]","(5.0, 5.5]",5
779,2394,274,Smartline,Online,2023-01-15,361508.0,509442.0,0.709615618657276,4.31,1,"(0.7, 0.75]","(4.0, 4.5]",1
780,2594,452,Loan Market,Online,2024-10-29,332538.0,410143.0,0.8107855065184582,5.46,1,"(0.8, 0.85]","(5.0, 5.5]",10
781,9946,369,Lendi,Online,2018-11-30,242005.0,301937.0,0.8015082616572331,4.61,1,"(0.8, 0.85]","(4.5, 5.0]",11
782,7241,125,Lendi,Broker,2017-06-15,187121.0,208723.0,0.8965039789577575,4.72,1,"(0.85, 0.9]","(4.5, 5.0]",6
783,6938,383,Loan Market,Online,2022-09-13,126402.0,205928.0,0.6138164795462492,4.18,0,"(0.6, 0.65]","(4.0, 4.5]",9
784,6191,317,Aussie,Broker,2017-09-12,274880.0,373158.0,0.7366316680869766,3.87,0,"(0.7, 0.75]","(3.5, 4.0]",9
785,5241,331,Aussie,Broker,2017-10-29,351941.0,392412.0,0.896866048948554,4.33,1,"(0.85, 0.9]","(4.0, 4.5]",10
786,6494,107,Aussie,Online,2023-03-18,97125.0,139075.0,0.6983641919827431,5.02,1,"(0.65, 0.7]","(5.0, 5.5]",3
787,2879,148,Loan Market,Online,2019-07-24,315307.0,354397.0,0.889699969243532,4.98,1,"(0.85, 0.9]","(4.5, 5.0]",7
788,4144,395,Aussie,Broker,2024-01-01,389032.0,460384.0,0.8450163341905887,5.06,0,"(0.8, 0.85]","(5.0, 5.5]",1
789,3645,463,Mortgage Choice,Online,2021-02-14,115964.0,165239.0,0.7017955809463867,4.64,0,"(0.7, 0.75]","(4.5, 5.0]",2
790,4433,430,Lendi,Online,2020-06-10,726012.0,1192663.0,0.6087318882198911,4.46,1,"(0.6, 0.65]","(4.0, 4.5]",6
791,1277,192,Smartline,Broker,2019-08-11,260199.0,380350.0,0.6841041146312606,4.49,1,"(0.65, 0.7]","(4.0, 4.5]",8
792,5812,337,Mortgage Choice,Online,2023-03-13,260026.0,408129.0,0.6371171859877637,4.15,1,"(0.6, 0.65]","(4.0, 4.5]",3
793,303,226,Lendi,Broker,2017-09-02,244357.0,335407.0,0.7285387603717275,4.85,1,"(0.7, 0.75]","(4.5, 5.0]",9
794,639,242,Smartline,Online,2022-08-30,202538.0,229672.0,0.8818576056288968,5.01,1,"(0.85, 0.9]","(5.0, 5.5]",8
795,56,496,Aussie,Broker,2017-07-29,144610.0,191845.0,0.7537856081732649,4.22,1,"(0.75, 0.8]","(4.0, 4.5]",7
796,8718,460,Lendi,Broker,2018-03-02,673667.0,917487.0,0.7342523654286109,4.86,1,"(0.7, 0.75]","(4.5, 5.0]",3
797,8151,362,Loan Market,Online,2019-09-08,101306.0,152402.0,0.6647288093332109,5.09,0,"(0.65, 0.7]","(5.0, 5.5]",9
798,2126,284,Lendi,Online,2022-10-21,383622.0,487801.0,0.7864313521292494,4.87,1,"(0.75, 0.8]","(4.5, 5.0]",10
799,365,432,Mortgage Choice,Online,2017-06-27,222986.0,302718.0,0.7366129533096809,4.38,1,"(0.7, 0.75]","(4.0, 4.5]",6
800,6810,163,Loan Market,Broker,2021-03-27,153194.0,184168.0,0.831816602232744,4.93,1,"(0.8, 0.85]","(4.5, 5.0]",3
801,4622,8,Mortgage Choice,Broker,2022-03-14,195816.0,259415.0,0.754836844438448,4.97,1,"(0.75, 0.8]","(4.5, 5.0]",3
802,5127,347,Loan Market,Online,2022-07-28,383067.0,442354.0,0.8659738580412972,4.48,1,"(0.85, 0.9]","(4.0, 4.5]",7
803,5123,406,Smartline,Broker,2017-10-26,262628.0,314561.0,0.8349032461112471,4.64,1,"(0.8, 0.85]","(4.5, 5.0]",10
804,1647,377,Mortgage Choice,Broker,2023-05-03,98039.0,152348.0,0.6435200987213485,4.43,0,"(0.6, 0.65]","(4.0, 4.5]",5
805,919,152,Lendi,Broker,2024-01-12,357359.0,557676.0,0.6408003930597694,4.28,1,"(0.6, 0.65]","(4.0, 4.5]",1
806,2798,322,Mortgage Choice,Online,2017-10-02,328605.0,541087.0,0.6073052947123105,4.41,1,"(0.6, 0.65]","(4.0, 4.5]",10
807,6507,95,Mortgage Choice,Broker,2021-09-25,272722.0,383735.0,0.7107040014593404,5.13,1,"(0.7, 0.75]","(5.0, 5.5]",9
808,5871,214,Lendi,Broker,2022-01-21,98597.0,159960.0,0.6163853463365842,3.76,1,"(0.6, 0.65]","(3.5, 4.0]",1
809,1532,64,Aussie,Broker,2021-11-30,362688.0,493463.0,0.7349851964584984,4.07,1,"(0.7, 0.75]","(4.0, 4.5]",11
810,8173,65,Aussie,Online,2017-02-22,114649.0,170506.0,0.6724044901645689,4.31,1,"(0.65, 0.7]","(4.0, 4.5]",2
811,3346,381,Lendi,Online,2024-10-30,242838.0,324012.0,0.7494722417688233,4.75,0,"(0.7, 0.75]","(4.5, 5.0]",10
812,7674,270,Aussie,Broker,2022-01-20,207247.0,320077.0,0.6474910724606892,3.92,1,"(0.6, 0.65]","(3.5, 4.0]",1
813,6950,25,Aussie,Broker,2020-11-24,329035.0,430248.0,0.7647566054926461,5.41,1,"(0.75, 0.8]","(5.0, 5.5]",11
814,6883,484,Loan Market,Online,2020-12-08,208865.0,234698.0,0.8899308899095859,5.31,1,"(0.85, 0.9]","(5.0, 5.5]",12
815,1907,100,Lendi,Broker,2021-06-16,125485.0,158607.0,0.791169368312874,4.22,0,"(0.75, 0.8]","(4.0, 4.5]",6
816,3087,105,Smartline,Online,2022-05-02,178388.0,231879.0,0.7693150306841068,4.72,0,"(0.75, 0.8]","(4.5, 5.0]",5
817,8153,131,Aussie,Online,2018-05-04,166816.0,199442.0,0.8364135939270565,5.0,1,"(0.8, 0.85]","(4.5, 5.0]",5
818,5751,389,Mortgage Choice,Online,2023-12-25,271140.0,450645.0,0.6016709383217388,3.98,1,"(0.6, 0.65]","(3.5, 4.0]",12
819,8906,321,Loan Market,Online,2023-06-13,284314.0,415215.0,0.684739231482485,3.83,1,"(0.65, 0.7]","(3.5, 4.0]",6
820,1063,438,Mortgage Choice,Broker,2018-02-21,220081.0,245600.0,0.8960952768729642,4.65,1,"(0.85, 0.9]","(4.5, 5.0]",2
821,1977,19,Aussie,Online,2024-01-01,182052.0,218082.0,0.8347869150136187,5.23,0,"(0.8, 0.85]","(5.0, 5.5]",1
822,1297,225,Aussie,Online,2019-07-10,437384.0,697493.0,0.6270801284027223,3.88,1,"(0.6, 0.65]","(3.5, 4.0]",7
823,6230,106,Lendi,Broker,2021-04-03,143027.0,204928.0,0.6979378123048094,5.06,1,"(0.65, 0.7]","(5.0, 5.5]",4
824,7642,54,Smartline,Online,2024-05-09,262313.0,358371.0,0.7319593382277025,4.23,1,"(0.7, 0.75]","(4.0, 4.5]",5
825,126,478,Loan Market,Broker,2018-10-28,482269.0,547799.0,0.8803758312811816,3.9,1,"(0.85, 0.9]","(3.5, 4.0]",10
826,4633,460,Lendi,Broker,2017-01-06,151534.0,195312.0,0.7758560661915295,5.18,1,"(0.75, 0.8]","(5.0, 5.5]",1
827,6289,394,Mortgage Choice,Online,2023-10-06,128247.0,205798.0,0.6231693213733855,4.18,1,"(0.6, 0.65]","(4.0, 4.5]",10
828,3597,226,Lendi,Online,2021-01-14,692901.0,920527.0,0.7527220820247532,4.56,1,"(0.75, 0.8]","(4.5, 5.0]",1
829,6169,400,Mortgage Choice,Broker,2023-09-04,234910.0,342028.0,0.6868151145520249,4.63,1,"(0.65, 0.7]","(4.5, 5.0]",9
830,9796,360,Loan Market,Broker,2023-07-10,161800.0,230613.0,0.7016083221674407,4.01,1,"(0.7, 0.75]","(4.0, 4.5]",7
831,7562,430,Lendi,Broker,2021-01-11,333018.0,525032.0,0.6342813390421917,3.96,1,"(0.6, 0.65]","(3.5, 4.0]",1
832,8259,413,Smartline,Broker,2017-12-04,198413.0,268989.0,0.7376249586414314,4.46,1,"(0.7, 0.75]","(4.0, 4.5]",12
833,233,15,Lendi,Broker,2024-12-05,147678.0,184403.0,0.8008438040595869,5.17,1,"(0.8, 0.85]","(5.0, 5.5]",12
834,9362,48,Loan Market,Online,2017-09-26,491466.0,593654.0,0.8278660633971977,4.94,1,"(0.8, 0.85]","(4.5, 5.0]",9
835,6372,139,Aussie,Broker,2022-10-14,702957.0,869333.0,0.8086164910339306,4.89,1,"(0.8, 0.85]","(4.5, 5.0]",10
836,4207,492,Loan Market,Online,2024-06-18,509176.0,637942.0,0.7981540641625727,5.15,1,"(0.75, 0.8]","(5.0, 5.5]",6
837,9686,34,Smartline,Online,2019-12-24,540078.0,627439.0,0.860765747745996,5.22,1,"(0.85, 0.9]","(5.0, 5.5]",12
838,7944,420,Mortgage Choice,Online,2020-07-17,135062.0,193025.0,0.6997124724776583,4.2,1,"(0.65, 0.7]","(4.0, 4.5]",7
839,6892,414,Loan Market,Broker,2018-10-19,476569.0,717316.0,0.6643780425921072,4.15,1,"(0.65, 0.7]","(4.0, 4.5]",10
840,6739,355,Lendi,Broker,2020-11-01,127575.0,203523.0,0.6268333308766085,4.59,1,"(0.6, 0.65]","(4.5, 5.0]",11
841,2473,457,Lendi,Online,2022-02-12,147950.0,227716.0,0.6497128001545786,4.37,1,"(0.6, 0.65]","(4.0, 4.5]",2
842,2740,210,Lendi,Online,2024-09-29,256620.0,397973.0,0.6448176132551706,4.37,1,"(0.6, 0.65]","(4.0, 4.5]",9
843,5402,19,Aussie,Online,2023-07-05,197310.0,225820.0,0.8737490036312107,4.11,1,"(0.85, 0.9]","(4.0, 4.5]",7
844,1762,487,Lendi,Online,2024-01-10,191085.0,292110.0,0.6541542569579952,4.43,1,"(0.65, 0.7]","(4.0, 4.5]",1
845,877,196,Aussie,Broker,2021-07-15,335956.0,534805.0,0.628184104486682,4.69,1,"(0.6, 0.65]","(4.5, 5.0]",7
846,3813,326,Mortgage Choice,Broker,2019-05-12,471609.0,654943.0,0.7200764035954274,4.44,1,"(0.7, 0.75]","(4.0, 4.5]",5
847,9505,115,Loan Market,Broker,2023-10-05,337571.0,518636.0,0.6508823143784851,4.35,1,"(0.65, 0.7]","(4.0, 4.5]",10
848,1461,417,Aussie,Broker,2020-08-29,117807.0,184312.0,0.6391716220322062,5.02,1,"(0.6, 0.65]","(5.0, 5.5]",8
849,1734,352,Mortgage Choice,Broker,2023-06-15,68889.0,97201.0,0.7087272764683491,4.3,1,"(0.7, 0.75]","(4.0, 4.5]",6
850,1606,464,Loan Market,Online,2024-11-01,227966.0,260290.0,0.875815436628376,5.64,0,"(0.85, 0.9]","(5.5, 6.5]",11
851,5623,75,Mortgage Choice,Broker,2024-12-03,167651.0,275230.0,0.6091305453620608,3.7,1,"(0.6, 0.65]","(3.5, 4.0]",12
852,6768,150,Aussie,Broker,2021-07-26,144232.0,217770.0,0.662313449970152,4.64,1,"(0.65, 0.7]","(4.5, 5.0]",7
853,6987,36,Mortgage Choice,Broker,2021-12-31,959968.0,1133016.0,0.8472678232257973,4.18,1,"(0.8, 0.85]","(4.0, 4.5]",12
854,3518,242,Smartline,Broker,2020-04-27,90775.0,134767.0,0.6735699392284461,4.72,1,"(0.65, 0.7]","(4.5, 5.0]",4
855,3736,151,Smartline,Broker,2024-07-31,471594.0,643966.0,0.7323274831279912,4.23,1,"(0.7, 0.75]","(4.0, 4.5]",7
856,9353,63,Mortgage Choice,Online,2019-12-02,67510.0,107233.0,0.6295636604403495,3.91,0,"(0.6, 0.65]","(3.5, 4.0]",12
857,8435,154,Aussie,Online,2024-03-22,223431.0,266449.0,0.8385507170227698,4.6,1,"(0.8, 0.85]","(4.5, 5.0]",3
858,2591,188,Loan Market,Broker,2017-11-16,196280.0,239092.0,0.8209392200491861,4.54,1,"(0.8, 0.85]","(4.5, 5.0]",11
859,1064,223,Lendi,Broker,2021-08-08,230391.0,360878.0,0.6384179695077007,4.37,0,"(0.6, 0.65]","(4.0, 4.5]",8
860,4325,93,Mortgage Choice,Broker,2018-03-21,450361.0,509234.0,0.8843891020630987,5.25,1,"(0.85, 0.9]","(5.0, 5.5]",3
861,9112,5,Lendi,Online,2020-10-29,255257.0,328437.0,0.7771871013314577,5.2,0,"(0.75, 0.8]","(5.0, 5.5]",10
862,5343,438,Mortgage Choice,Broker,2017-10-13,773580.0,921535.0,0.8394472266381635,5.62,1,"(0.8, 0.85]","(5.5, 6.5]",10
863,6,166,Mortgage Choice,Broker,2023-01-28,192207.0,231815.0,0.8291396156417833,4.75,1,"(0.8, 0.85]","(4.5, 5.0]",1
864,7490,446,Smartline,Broker,2023-04-30,441842.0,584662.0,0.7557221095265299,4.56,1,"(0.75, 0.8]","(4.5, 5.0]",4
865,8660,25,Aussie,Broker,2022-01-02,372988.0,452519.0,0.8242482636088209,4.88,1,"(0.8, 0.85]","(4.5, 5.0]",1
866,8196,98,Aussie,Online,2022-12-30,259530.0,386586.0,0.671338330927659,4.28,1,"(0.65, 0.7]","(4.0, 4.5]",12
867,5967,268,Mortgage Choice,Broker,2021-01-03,302725.0,499234.0,0.6063789725860017,3.43,1,"(0.6, 0.65]","(3.0, 3.5]",1
868,8838,150,Aussie,Broker,2024-04-29,419366.0,596858.0,0.7026227343857333,4.65,0,"(0.7, 0.75]","(4.5, 5.0]",4
869,118,393,Aussie,Broker,2018-08-16,194960.0,301912.0,0.6457510797848379,3.94,1,"(0.6, 0.65]","(3.5, 4.0]",8
870,2552,252,Aussie,Online,2018-02-20,294753.0,329582.0,0.894323719135147,4.96,0,"(0.85, 0.9]","(4.5, 5.0]",2
871,5561,84,Lendi,Broker,2022-09-04,167595.0,191081.0,0.8770887738707669,4.74,0,"(0.85, 0.9]","(4.5, 5.0]",9
872,4290,285,Loan Market,Broker,2024-04-28,118689.0,184517.0,0.6432415441395644,3.96,1,"(0.6, 0.65]","(3.5, 4.0]",4
873,847,172,Lendi,Broker,2017-04-04,212068.0,301577.0,0.7031968618296488,4.28,0,"(0.7, 0.75]","(4.0, 4.5]",4
874,6317,221,Loan Market,Broker,2023-06-11,157360.0,209034.0,0.7527961958341706,4.24,1,"(0.75, 0.8]","(4.0, 4.5]",6
875,6470,109,Lendi,Online,2023-02-11,142896.0,198572.0,0.7196180730415165,4.63,0,"(0.7, 0.75]","(4.5, 5.0]",2
876,9334,27,Lendi,Broker,2023-05-20,255323.0,315211.0,0.8100066304792662,4.6,0,"(0.8, 0.85]","(4.5, 5.0]",5
877,8916,246,Smartline,Broker,2020-03-24,215883.0,287439.0,0.7510567459530544,4.72,1,"(0.75, 0.8]","(4.5, 5.0]",3
878,225,55,Loan Market,Broker,2018-11-17,589330.0,765782.0,0.7695793319769856,4.18,1,"(0.75, 0.8]","(4.0, 4.5]",11
879,4209,465,Smartline,Online,2019-05-13,403380.0,502159.0,0.8032913877875334,4.92,1,"(0.8, 0.85]","(4.5, 5.0]",5
880,6284,133,Lendi,Online,2018-11-16,217224.0,357805.0,0.6071016335713587,4.98,1,"(0.6, 0.65]","(4.5, 5.0]",11
881,2049,52,Mortgage Choice,Broker,2024-06-06,177560.0,294106.0,0.603727907625142,4.44,1,"(0.6, 0.65]","(4.0, 4.5]",6
882,6234,493,Aussie,Online,2019-11-04,235899.0,361012.0,0.6534381128605143,4.86,0,"(0.65, 0.7]","(4.5, 5.0]",11
883,9766,253,Mortgage Choice,Broker,2024-11-03,233422.0,286235.0,0.815490768075183,4.69,1,"(0.8, 0.85]","(4.5, 5.0]",11
884,1829,269,Aussie,Online,2017-12-07,93655.0,139342.0,0.672123265060068,4.35,1,"(0.65, 0.7]","(4.0, 4.5]",12
885,1918,298,Lendi,Broker,2018-08-27,229625.0,262113.0,0.8760534578597781,5.19,0,"(0.85, 0.9]","(5.0, 5.5]",8
886,4235,399,Mortgage Choice,Broker,2021-12-12,232256.0,372474.0,0.6235495631909879,4.28,1,"(0.6, 0.65]","(4.0, 4.5]",12
887,6989,79,Aussie,Broker,2019-01-04,164761.0,212877.0,0.7739727636146695,5.13,1,"(0.75, 0.8]","(5.0, 5.5]",1
888,2027,18,Loan Market,Online,2021-02-05,171210.0,281751.0,0.6076642141465336,4.29,1,"(0.6, 0.65]","(4.0, 4.5]",2
889,3745,306,Smartline,Online,2024-11-06,296287.0,332303.0,0.8916169881102488,5.05,1,"(0.85, 0.9]","(5.0, 5.5]",11
890,9094,258,Loan Market,Online,2020-02-06,212662.0,320225.0,0.6641018034194707,4.26,0,"(0.65, 0.7]","(4.0, 4.5]",2
891,10,343,Lendi,Broker,2020-09-16,318707.0,410551.0,0.7762908871248639,4.19,1,"(0.75, 0.8]","(4.0, 4.5]",9
892,261,107,Aussie,Broker,2018-06-24,155922.0,176001.0,0.8859154209351083,4.9,1,"(0.85, 0.9]","(4.5, 5.0]",6
893,6039,397,Mortgage Choice,Broker,2023-10-23,412822.0,677746.0,0.6091101976256592,4.24,1,"(0.6, 0.65]","(4.0, 4.5]",10
894,9866,491,Aussie,Broker,2021-09-29,444498.0,589661.0,0.7538195675142157,4.44,1,"(0.75, 0.8]","(4.0, 4.5]",9
895,2220,452,Loan Market,Broker,2021-10-02,385486.0,508547.0,0.7580145001346975,4.86,0,"(0.75, 0.8]","(4.5, 5.0]",10
896,7042,47,Aussie,Online,2024-06-06,563442.0,798704.0,0.7054453214207015,4.99,1,"(0.7, 0.75]","(4.5, 5.0]",6
897,2061,246,Smartline,Online,2023-08-29,352425.0,442541.0,0.7963668902994299,5.23,0,"(0.75, 0.8]","(5.0, 5.5]",8
898,5288,89,Smartline,Broker,2024-03-14,216973.0,284458.0,0.7627593528745896,4.63,1,"(0.75, 0.8]","(4.5, 5.0]",3
899,1620,203,Lendi,Online,2023-01-17,764993.0,1133755.0,0.6747427795246769,4.26,0,"(0.65, 0.7]","(4.0, 4.5]",1
900,8513,434,Lendi,Broker,2023-10-16,221137.0,272473.0,0.811592341259501,4.45,1,"(0.8, 0.85]","(4.0, 4.5]",10
901,1343,240,Lendi,Online,2020-11-20,479830.0,648549.0,0.7398515763650858,5.48,1,"(0.7, 0.75]","(5.0, 5.5]",11
902,2833,490,Smartline,Online,2022-06-13,384859.0,519312.0,0.7410939858890224,5.15,0,"(0.7, 0.75]","(5.0, 5.5]",6
903,2825,268,Mortgage Choice,Broker,2018-09-07,270762.0,305747.0,0.8855753286213764,4.97,1,"(0.85, 0.9]","(4.5, 5.0]",9
904,1995,13,Mortgage Choice,Broker,2018-05-03,445383.0,585638.0,0.7605090516667293,3.86,1,"(0.75, 0.8]","(3.5, 4.0]",5
905,3491,137,Loan Market,Broker,2020-04-27,140713.0,168438.0,0.8353993754378466,4.79,1,"(0.8, 0.85]","(4.5, 5.0]",4
906,9311,315,Mortgage Choice,Broker,2020-12-12,233770.0,271757.0,0.8602170321279673,5.25,1,"(0.85, 0.9]","(5.0, 5.5]",12
907,7985,173,Loan Market,Online,2023-07-19,221989.0,286727.0,0.7742172868268422,4.42,0,"(0.75, 0.8]","(4.0, 4.5]",7
908,1605,230,Loan Market,Online,2020-10-16,363970.0,435416.0,0.8359132415896522,4.38,1,"(0.8, 0.85]","(4.0, 4.5]",10
909,236,198,Smartline,Broker,2022-11-27,258808.0,373534.0,0.6928633002618235,4.79,1,"(0.65, 0.7]","(4.5, 5.0]",11
910,1909,491,Aussie,Broker,2019-04-29,225453.0,344425.0,0.6545779197212745,4.45,0,"(0.65, 0.7]","(4.0, 4.5]",4
911,8568,243,Smartline,Online,2017-10-28,233246.0,288434.0,0.8086633337262598,4.8,1,"(0.8, 0.85]","(4.5, 5.0]",10
912,3531,43,Lendi,Broker,2020-10-23,223503.0,254601.0,0.8778559392932471,4.94,0,"(0.85, 0.9]","(4.5, 5.0]",10
913,5257,330,Lendi,Broker,2020-09-01,525944.0,858335.0,0.6127491014580554,3.83,0,"(0.6, 0.65]","(3.5, 4.0]",9
914,2636,279,Mortgage Choice,Online,2018-12-06,386575.0,466361.0,0.8289179412515197,4.54,1,"(0.8, 0.85]","(4.5, 5.0]",12
915,8163,79,Aussie,Broker,2017-09-26,205069.0,336996.0,0.6085205759118802,4.32,1,"(0.6, 0.65]","(4.0, 4.5]",9
916,9763,429,Aussie,Broker,2021-03-05,358081.0,485481.0,0.73757984349542,4.11,0,"(0.7, 0.75]","(4.0, 4.5]",3
917,2561,279,Mortgage Choice,Online,2018-04-23,241353.0,300505.0,0.8031580173374819,4.4,1,"(0.8, 0.85]","(4.0, 4.5]",4
918,5416,232,Loan Market,Broker,2017-06-25,121241.0,168019.0,0.7215910105404746,5.19,0,"(0.7, 0.75]","(5.0, 5.5]",6
919,3392,101,Lendi,Broker,2017-08-27,339209.0,491404.0,0.6902853863623414,4.61,1,"(0.65, 0.7]","(4.5, 5.0]",8
920,5952,162,Loan Market,Broker,2022-05-23,273384.0,416712.0,0.6560502217358751,4.54,1,"(0.65, 0.7]","(4.5, 5.0]",5
921,5469,144,Aussie,Broker,2018-09-02,399448.0,447129.0,0.8933618709589403,5.25,1,"(0.85, 0.9]","(5.0, 5.5]",9
922,8008,447,Smartline,Online,2024-12-16,304222.0,394532.0,0.7710958806890189,4.94,1,"(0.75, 0.8]","(4.5, 5.0]",12
923,9065,109,Lendi,Online,2021-11-23,180371.0,282556.0,0.6383548747858832,4.47,1,"(0.6, 0.65]","(4.0, 4.5]",11
924,9445,435,Lendi,Broker,2018-05-07,181216.0,294926.0,0.6144456575547764,4.06,0,"(0.6, 0.65]","(4.0, 4.5]",5
925,6414,233,Loan Market,Broker,2022-11-17,285097.0,423610.0,0.6730176341446141,4.08,0,"(0.65, 0.7]","(4.0, 4.5]",11
926,6942,111,Aussie,Online,2017-11-25,305866.0,401616.0,0.7615881837376997,4.82,1,"(0.75, 0.8]","(4.5, 5.0]",11
927,9507,416,Aussie,Online,2018-03-21,432800.0,524227.0,0.8255965450081739,5.42,1,"(0.8, 0.85]","(5.0, 5.5]",3
928,4821,422,Mortgage Choice,Broker,2021-08-17,523689.0,585593.0,0.8942883538566888,4.02,0,"(0.85, 0.9]","(4.0, 4.5]",8
929,2899,232,Loan Market,Broker,2019-09-25,236439.0,278103.0,0.8501850033980216,5.2,1,"(0.85, 0.9]","(5.0, 5.5]",9
930,7547,440,Lendi,Online,2023-06-01,395580.0,504830.0,0.7835905156191193,4.22,1,"(0.75, 0.8]","(4.0, 4.5]",6
931,78,238,Lendi,Broker,2018-03-18,1056485.0,1320700.0,0.7999432119330658,4.92,1,"(0.75, 0.8]","(4.5, 5.0]",3
932,7578,197,Mortgage Choice,Online,2019-03-06,244167.0,322707.0,0.7566213314244811,4.57,1,"(0.75, 0.8]","(4.5, 5.0]",3
933,4228,273,Mortgage Choice,Online,2022-01-06,415607.0,569034.0,0.7303728775433453,4.44,1,"(0.7, 0.75]","(4.0, 4.5]",1
934,601,86,Aussie,Online,2019-06-10,378776.0,453397.0,0.835417967035512,4.87,1,"(0.8, 0.85]","(4.5, 5.0]",6
935,1066,295,Lendi,Broker,2022-09-10,54923.0,84082.0,0.6532075830736662,4.65,0,"(0.65, 0.7]","(4.5, 5.0]",9
936,2137,41,Lendi,Broker,2020-02-29,259985.0,371311.0,0.7001812496801872,5.0,1,"(0.7, 0.75]","(4.5, 5.0]",2
937,9511,48,Loan Market,Broker,2021-10-18,525539.0,588111.0,0.8936051187615943,4.69,1,"(0.85, 0.9]","(4.5, 5.0]",10
938,6944,466,Aussie,Online,2023-10-22,274618.0,355944.0,0.7715202391387409,4.9,1,"(0.75, 0.8]","(4.5, 5.0]",10
939,7805,412,Smartline,Broker,2020-09-11,521337.0,695531.0,0.7495525001761244,4.77,1,"(0.7, 0.75]","(4.5, 5.0]",9
940,6566,77,Mortgage Choice,Online,2023-05-23,194114.0,226971.0,0.8552370126580048,5.05,0,"(0.85, 0.9]","(5.0, 5.5]",5
941,5985,178,Aussie,Broker,2017-10-18,309167.0,373117.0,0.8286060404645191,4.78,0,"(0.8, 0.85]","(4.5, 5.0]",10
942,5143,490,Smartline,Broker,2018-01-03,208720.0,299106.0,0.6978128155235936,4.74,1,"(0.65, 0.7]","(4.5, 5.0]",1
943,4671,257,Smartline,Online,2018-05-01,461867.0,586283.0,0.7877884912235218,5.49,0,"(0.75, 0.8]","(5.0, 5.5]",5
944,2191,117,Mortgage Choice,Online,2024-02-16,358136.0,546257.0,0.6556181431084636,4.51,0,"(0.65, 0.7]","(4.5, 5.0]",2
945,9185,434,Lendi,Broker,2017-06-17,303040.0,492034.0,0.6158923976798352,4.29,1,"(0.6, 0.65]","(4.0, 4.5]",6
946,2713,19,Aussie,Broker,2022-02-28,291986.0,325531.0,0.8969529783645798,4.88,1,"(0.85, 0.9]","(4.5, 5.0]",2
947,2193,482,Loan Market,Online,2021-11-26,291557.0,355053.0,0.8211647275195534,4.89,0,"(0.8, 0.85]","(4.5, 5.0]",11
948,1249,59,Lendi,Broker,2024-09-19,380675.0,432964.0,0.8792301438456777,4.89,1,"(0.85, 0.9]","(4.5, 5.0]",9
