customer_id,age,income,employment_type,dependents,state,credit_score_band
1362,31,67756.0,Full-time,0,VIC,Medium
1363,37,64464.0,Part-time,0,NSW,Medium
1364,28,53534.0,Full-time,0,WA,Low
1365,38,120845.0,Full-time,0,VIC,Good
1366,44,137543.0,Full-time,0,VIC,Good
1367,47,99649.0,Self-employed,0,NSW,Medium
1368,42,33702.0,Self-employed,1,WA,Low
1369,43,52517.0,Self-employed,1,NSW,Low
1370,28,66160.0,Full-time,2,NSW,Medium
1371,35,37408.0,Full-time,1,VIC,Low
1372,36,62289.0,Full-time,0,QLD,Medium
1373,28,60543.0,Full-time,0,VIC,Medium
1374,30,102957.0,Self-employed,2,QLD,Good
1375,29,46670.0,Self-employed,2,NSW,Low
1376,44,107114.0,Self-employed,1,QLD,Good
1377,50,37098.0,Full-time,0,QLD,Low
1378,39,39778.0,Self-employed,2,QLD,Low
1379,52,49529.0,Contract,0,QLD,Low
1380,51,61325.0,Full-time,0,NSW,Medium
1381,60,17885.0,Full-time,2,WA,Low
1382,56,75331.0,Full-time,2,VIC,Medium
1383,39,140740.0,Full-time,1,VIC,Good
1384,63,82920.0,Self-employed,0,NSW,Medium
1385,60,53888.0,Full-time,1,QLD,Low
1386,38,34812.0,Part-time,1,VIC,Low
1387,35,24185.0,Part-time,2,NSW,Low
1388,52,26331.0,Full-time,1,WA,Low
1389,45,56083.0,Full-time,3,NSW,Low
1390,56,171692.0,Contract,0,VIC,Excellent
1391,65,15390.0,Full-time,0,VIC,Low
1392,55,84975.0,Self-employed,0,SA,Medium
1393,24,42665.0,Self-employed,1,NSW,Low
1394,58,50628.0,Full-time,1,VIC,Low
1395,64,37465.0,Contract,1,VIC,Low
1396,61,30221.0,Full-time,0,NSW,Low
1397,47,63756.0,Part-time,2,SA,Medium
1398,44,68282.0,Part-time,0,QLD,Medium
1399,65,83631.0,Full-time,0,QLD,Medium
1400,60,25781.0,Full-time,1,WA,Low
1401,36,92687.0,Self-employed,0,QLD,Medium
1402,25,93517.0,Part-time,1,VIC,Medium
1403,50,74032.0,Full-time,0,VIC,Medium
1404,43,48510.0,Self-employed,0,QLD,Low
1405,46,69858.0,Self-employed,0,VIC,Medium
1406,34,55258.0,Full-time,0,VIC,Low
1407,39,97174.0,Full-time,0,VIC,Medium
1408,54,49848.0,Full-time,0,QLD,Low
1409,37,63197.0,Full-time,1,SA,Medium
1410,63,25105.0,Full-time,0,QLD,Low
1411,65,69748.0,Contract,1,NSW,Medium
1412,23,41160.0,Full-time,1,VIC,Low
1413,56,77361.0,Full-time,2,QLD,Medium
1414,63,88806.0,Self-employed,2,NSW,Medium
1415,55,44135.0,Full-time,0,SA,Low
1416,51,60815.0,Full-time,0,NSW,Medium
1417,34,65333.0,Part-time,1,VIC,Medium
1418,34,71972.0,Self-employed,2,SA,Medium
1419,39,88870.0,Self-employed,0,QLD,Medium
1420,53,83242.0,Self-employed,1,QLD,Medium
1421,53,49516.0,Full-time,2,SA,Low
1422,56,133141.0,Self-employed,2,QLD,Good
1423,60,87203.0,Full-time,1,SA,Medium
1424,50,120882.0,Full-time,0,QLD,Good
1425,50,71207.0,Full-time,0,QLD,Medium
1426,65,73343.0,Full-time,0,QLD,Medium
1427,37,56467.0,Full-time,0,NSW,Low
1428,65,47960.0,Part-time,2,QLD,Low
1429,31,97506.0,Full-time,0,SA,Medium
1430,51,68343.0,Full-time,0,VIC,Medium
1431,46,56062.0,Self-employed,0,NSW,Low
1432,60,35907.0,Self-employed,1,NSW,Low
1433,41,130295.0,Full-time,1,NSW,Good
1434,26,63343.0,Full-time,1,VIC,Medium
1435,22,32423.0,Full-time,2,VIC,Low
1436,51,62362.0,Full-time,1,SA,Medium
1437,24,54151.0,Self-employed,0,SA,Low
1438,35,53052.0,Full-time,2,VIC,Low
1439,51,79868.0,Full-time,2,QLD,Medium
1440,25,54189.0,Full-time,0,QLD,Low
1441,39,51393.0,Self-employed,0,NSW,Low
1442,58,118326.0,Full-time,2,SA,Good
1443,46,25090.0,Part-time,0,NSW,Low
1444,22,58355.0,Full-time,1,WA,Low
1445,36,95266.0,Self-employed,2,QLD,Medium
1446,30,81917.0,Contract,0,VIC,Medium
1447,36,99710.0,Full-time,1,WA,Medium
1448,45,164520.0,Self-employed,0,VIC,Excellent
1449,25,140011.0,Self-employed,0,WA,Good
1450,33,33598.0,Self-employed,1,VIC,Low
1451,58,26760.0,Self-employed,0,SA,Low
1452,58,70504.0,Full-time,1,QLD,Medium
1453,64,30423.0,Full-time,0,VIC,Low
1454,27,22851.0,Contract,0,QLD,Low
1455,60,70131.0,Full-time,0,VIC,Medium
1456,45,79501.0,Contract,2,QLD,Medium
1457,32,140867.0,Part-time,0,WA,Good
1458,34,87923.0,Full-time,0,VIC,Medium
1459,55,156339.0,Part-time,1,WA,Excellent
1460,46,71523.0,Self-employed,1,VIC,Medium
1461,28,33924.0,Full-time,0,NSW,Low
1462,25,90318.0,Full-time,2,QLD,Medium
1463,29,116676.0,Self-employed,3,QLD,Good
1464,41,72805.0,Contract,0,NSW,Medium
1465,50,123658.0,Part-time,0,QLD,Good
1466,31,56296.0,Full-time,2,QLD,Low
1467,64,78665.0,Full-time,0,NSW,Medium
1468,55,54876.0,Contract,2,VIC,Low
1469,47,196717.0,Full-time,0,NSW,Excellent
1470,62,91184.0,Full-time,1,NSW,Medium
1471,24,34257.0,Full-time,3,QLD,Low
1472,27,151191.0,Full-time,0,NSW,Excellent
1473,26,41498.0,Full-time,0,VIC,Low
1474,26,60286.0,Full-time,1,VIC,Medium
1475,44,75671.0,Self-employed,2,SA,Medium
1476,30,78826.0,Full-time,0,QLD,Medium
1477,56,76257.0,Full-time,2,NSW,Medium
1478,41,33978.0,Full-time,1,SA,Low
1479,63,76383.0,Contract,3,VIC,Medium
1480,56,103811.0,Part-time,1,VIC,Good
1481,39,102327.0,Full-time,1,NSW,Good
1482,38,31229.0,Full-time,2,SA,Low
1483,45,43139.0,Part-time,0,VIC,Low
1484,24,35516.0,Self-employed,2,SA,Low
1485,53,70962.0,Full-time,0,NSW,Medium
1486,56,27562.0,Full-time,0,VIC,Low
1487,59,34154.0,Self-employed,1,NSW,Low
1488,34,42935.0,Part-time,0,VIC,Low
1489,46,24382.0,Part-time,2,WA,Low
1490,30,59048.0,Full-time,2,NSW,Low
1491,25,20884.0,Full-time,0,NSW,Low
1492,35,76319.0,Full-time,0,QLD,Medium
1493,58,49094.0,Full-time,1,NSW,Low
1494,55,43827.0,Contract,2,VIC,Low
1495,32,47554.0,Full-time,2,NSW,Low
1496,62,58093.0,Part-time,0,WA,Low
1497,24,80534.0,Full-time,3,NSW,Medium
1498,49,115676.0,Full-time,0,WA,Good
1499,50,99405.0,Self-employed,0,QLD,Medium
1500,30,182744.0,Part-time,0,NSW,Excellent
1501,24,83922.0,Contract,0,NSW,Medium
1502,46,64226.0,Full-time,1,SA,Medium
1503,55,47643.0,Full-time,1,VIC,Low
1504,33,48441.0,Full-time,2,NSW,Low
1505,63,78395.0,Full-time,1,NSW,Medium
1506,30,36326.0,Full-time,0,NSW,Low
1507,36,67137.0,Self-employed,1,VIC,Medium
1508,61,59312.0,Full-time,0,VIC,Low
1509,46,41604.0,Contract,1,QLD,Low
1510,26,35398.0,Full-time,0,WA,Low
1511,32,211580.0,Part-time,0,VIC,Excellent
1512,55,29784.0,Full-time,0,NSW,Low
1513,45,57880.0,Full-time,2,QLD,Low
1514,36,110337.0,Self-employed,1,VIC,Good
1515,59,78005.0,Full-time,2,SA,Medium
1516,29,47251.0,Self-employed,0,QLD,Low
1517,26,32989.0,Part-time,3,NSW,Low
1518,47,63888.0,Self-employed,0,VIC,Medium
1519,39,15998.0,Self-employed,2,NSW,Low
1520,27,65182.0,Full-time,0,VIC,Medium
1521,58,60926.0,Part-time,0,QLD,Medium
1522,34,102238.0,Full-time,2,VIC,Good
1523,49,33804.0,Full-time,2,NSW,Low
1524,26,50933.0,Full-time,2,QLD,Low
1525,34,74492.0,Full-time,0,NSW,Medium
1526,38,66356.0,Full-time,1,NSW,Medium
1527,61,30598.0,Contract,0,VIC,Low
1528,53,43315.0,Full-time,0,QLD,Low
1529,50,120566.0,Contract,2,QLD,Good
1530,24,68163.0,Full-time,1,VIC,Medium
1531,61,26054.0,Part-time,3,QLD,Low
1532,55,93117.0,Full-time,0,NSW,Medium
1533,61,26913.0,Full-time,3,NSW,Low
1534,48,51354.0,Self-employed,1,QLD,Low
1535,34,79351.0,Contract,1,NSW,Medium
1536,54,109848.0,Full-time,0,NSW,Good
1537,27,18602.0,Contract,2,NSW,Low
1538,45,85459.0,Part-time,2,VIC,Medium
1539,40,92121.0,Contract,0,QLD,Medium
1540,37,45319.0,Part-time,1,WA,Low
1541,61,62658.0,Contract,0,WA,Medium
1542,49,13017.0,Self-employed,1,NSW,Low
1543,54,15154.0,Full-time,3,SA,Low
1544,62,104221.0,Full-time,0,VIC,Good
1545,34,45732.0,Full-time,1,WA,Low
1546,64,50357.0,Part-time,0,WA,Low
1547,46,67328.0,Self-employed,1,VIC,Medium
1548,63,49863.0,Self-employed,2,NSW,Low
1549,57,47603.0,Self-employed,0,VIC,Low
1550,48,72929.0,Full-time,0,NSW,Medium
1551,59,28346.0,Full-time,2,NSW,Low
1552,28,106933.0,Full-time,1,NSW,Good
1553,26,53363.0,Self-employed,0,VIC,Low
1554,64,36213.0,Full-time,0,NSW,Low
1555,52,33857.0,Full-time,0,QLD,Low
1556,44,61165.0,Full-time,0,NSW,Medium
1557,63,51371.0,Full-time,1,VIC,Low
1558,31,27600.0,Full-time,0,NSW,Low
1559,53,44315.0,Full-time,1,WA,Low
1560,64,39951.0,Contract,0,QLD,Low
1561,51,112525.0,Full-time,0,NSW,Good
1562,60,63910.0,Self-employed,0,QLD,Medium
1563,52,131225.0,Full-time,1,NSW,Good
1564,39,41983.0,Self-employed,0,QLD,Low
1565,57,51763.0,Part-time,3,VIC,Low
1566,23,72640.0,Self-employed,0,NSW,Medium
1567,35,80989.0,Self-employed,0,VIC,Medium
1568,34,85862.0,Part-time,1,NSW,Medium
1569,50,38411.0,Contract,0,QLD,Low
1570,33,38955.0,Part-time,2,QLD,Low
1571,60,50126.0,Self-employed,2,QLD,Low
1572,23,125549.0,Full-time,0,WA,Good
1573,53,36303.0,Contract,1,QLD,Low
1574,34,46006.0,Self-employed,1,VIC,Low
1575,48,86243.0,Full-time,3,WA,Medium
1576,62,83967.0,Part-time,0,WA,Medium
1577,38,79040.0,Self-employed,0,QLD,Medium
1578,61,62344.0,Self-employed,1,SA,Medium
1579,52,35152.0,Contract,0,SA,Low
1580,55,42388.0,Full-time,2,NSW,Low
1581,45,105161.0,Full-time,2,NSW,Good
1582,56,88152.0,Full-time,0,VIC,Medium
1583,27,30715.0,Full-time,2,SA,Low
1584,40,92478.0,Full-time,2,NSW,Medium
1585,51,115196.0,Full-time,2,QLD,Good
1586,28,61508.0,Full-time,2,WA,Medium
1587,31,74098.0,Full-time,1,SA,Medium
1588,62,99284.0,Full-time,0,VIC,Medium
1589,53,42283.0,Self-employed,2,VIC,Low
1590,55,191913.0,Full-time,0,NSW,Excellent
1591,49,110364.0,Full-time,0,SA,Good
1592,36,77809.0,Full-time,0,WA,Medium
1593,51,58850.0,Full-time,1,QLD,Low
1594,58,76679.0,Contract,0,SA,Medium
1595,50,27443.0,Full-time,2,NSW,Low
1596,43,169574.0,Self-employed,1,QLD,Excellent
1597,25,105287.0,Full-time,0,NSW,Good
1598,41,124493.0,Self-employed,0,QLD,Good
1599,53,60802.0,Full-time,0,NSW,Medium
1600,57,50004.0,Full-time,0,NSW,Low
1601,25,42738.0,Self-employed,0,WA,Low
1602,48,89930.0,Full-time,0,QLD,Medium
1603,38,46338.0,Self-employed,2,SA,Low
1604,33,54520.0,Full-time,1,QLD,Low
1605,43,78684.0,Self-employed,1,NSW,Medium
1606,38,43059.0,Contract,0,VIC,Low
1607,31,100909.0,Contract,0,SA,Good
1608,22,59345.0,Full-time,1,QLD,Low
1609,43,28168.0,Full-time,1,WA,Low
1610,47,42830.0,Contract,0,NSW,Low
1611,39,115162.0,Self-employed,0,VIC,Good
1612,35,37478.0,Full-time,2,SA,Low
1613,50,93624.0,Part-time,0,NSW,Medium
1614,33,63630.0,Full-time,0,VIC,Medium
1615,57,54948.0,Contract,0,NSW,Low
1616,56,210301.0,Full-time,2,QLD,Excellent
1617,33,31505.0,Part-time,2,NSW,Low
1618,28,41354.0,Part-time,0,QLD,Low
1619,50,59177.0,Contract,0,SA,Low
1620,32,200361.0,Self-employed,1,NSW,Excellent
1621,54,59246.0,Full-time,0,VIC,Low
1622,27,68674.0,Part-time,0,NSW,Medium
1623,36,50619.0,Contract,0,VIC,Low
1624,53,71633.0,Self-employed,0,VIC,Medium
1625,32,52213.0,Part-time,2,VIC,Low
1626,44,84767.0,Self-employed,1,NSW,Medium
1627,47,88176.0,Full-time,2,NSW,Medium
1628,55,53260.0,Self-employed,1,VIC,Low
1629,55,34107.0,Full-time,3,WA,Low
1630,50,62742.0,Full-time,3,NSW,Medium
1631,25,120700.0,Self-employed,0,QLD,Good
1632,38,39603.0,Full-time,0,VIC,Low
1633,56,70754.0,Full-time,2,NSW,Medium
1634,34,32765.0,Full-time,2,VIC,Low
1635,62,35600.0,Full-time,2,QLD,Low
1636,60,114712.0,Self-employed,1,VIC,Good
1637,36,84607.0,Part-time,1,NSW,Medium
1638,50,71288.0,Full-time,0,WA,Medium
1639,50,18753.0,Full-time,0,NSW,Low
1640,32,45413.0,Full-time,2,NSW,Low
1641,53,81097.0,Full-time,3,VIC,Medium
1642,23,29012.0,Self-employed,0,NSW,Low
1643,35,50164.0,Full-time,1,NSW,Low
1644,41,87845.0,Self-employed,1,VIC,Medium
1645,43,28125.0,Full-time,0,QLD,Low
1646,32,25858.0,Full-time,2,VIC,Low
1647,48,28370.0,Full-time,1,QLD,Low
1648,24,70774.0,Full-time,0,WA,Medium
1649,38,45320.0,Self-employed,0,SA,Low
1650,65,92876.0,Full-time,0,NSW,Medium
1651,49,63609.0,Full-time,0,VIC,Medium
1652,50,153318.0,Contract,0,NSW,Excellent
1653,42,32250.0,Part-time,0,WA,Low
1654,37,70678.0,Full-time,1,WA,Medium
1655,58,40231.0,Contract,1,NSW,Low
1656,41,80830.0,Full-time,1,QLD,Medium
1657,27,63575.0,Self-employed,2,WA,Medium
1658,40,36441.0,Full-time,2,VIC,Low
1659,26,55350.0,Part-time,2,QLD,Low
1660,24,62103.0,Full-time,0,QLD,Medium
1661,22,44371.0,Full-time,0,WA,Low
1662,59,86127.0,Part-time,0,VIC,Medium
1663,36,35755.0,Part-time,1,SA,Low
1664,55,170332.0,Self-employed,2,VIC,Excellent
1665,56,96456.0,Self-employed,1,NSW,Medium
1666,46,71280.0,Full-time,1,VIC,Medium
1667,45,248366.0,Full-time,1,NSW,Excellent
1668,33,51295.0,Part-time,1,VIC,Low
1669,39,81283.0,Self-employed,3,QLD,Medium
1670,36,66926.0,Full-time,2,SA,Medium
1671,65,89209.0,Full-time,2,WA,Medium
1672,37,126508.0,Part-time,1,NSW,Good
1673,48,78785.0,Contract,0,VIC,Medium
1674,29,100800.0,Part-time,0,SA,Good
1675,46,45470.0,Full-time,0,WA,Low
1676,38,54010.0,Part-time,0,SA,Low
1677,50,135828.0,Self-employed,3,VIC,Good
1678,29,80695.0,Self-employed,0,QLD,Medium
1679,36,67789.0,Self-employed,0,WA,Medium
1680,48,41084.0,Self-employed,1,NSW,Low
1681,28,97081.0,Full-time,1,NSW,Medium
1682,24,40509.0,Full-time,2,WA,Low
1683,50,34959.0,Self-employed,0,VIC,Low
1684,65,63415.0,Full-time,3,NSW,Medium
1685,45,18011.0,Full-time,0,NSW,Low
1686,24,81270.0,Self-employed,3,VIC,Medium
1687,41,72292.0,Self-employed,1,NSW,Medium
1688,36,50191.0,Contract,1,NSW,Low
1689,46,52520.0,Contract,0,NSW,Low
1690,51,56406.0,Full-time,1,WA,Low
1691,35,40354.0,Contract,1,NSW,Low
1692,28,65663.0,Full-time,0,VIC,Medium
1693,38,52855.0,Self-employed,0,VIC,Low
1694,65,63337.0,Full-time,3,QLD,Medium
1695,41,55389.0,Full-time,1,NSW,Low
1696,57,50198.0,Contract,2,NSW,Low
1697,30,68820.0,Full-time,1,NSW,Medium
1698,59,88482.0,Part-time,0,WA,Medium
1699,43,46056.0,Full-time,0,QLD,Low
1700,23,72965.0,Full-time,3,NSW,Medium
1701,45,77630.0,Full-time,1,WA,Medium
1702,29,31510.0,Part-time,0,NSW,Low
1703,32,97565.0,Full-time,1,VIC,Medium
1704,34,167414.0,Full-time,0,VIC,Excellent
1705,38,57294.0,Self-employed,2,VIC,Low
1706,29,54962.0,Full-time,0,QLD,Low
1707,42,53825.0,Full-time,0,NSW,Low
1708,39,81659.0,Contract,0,QLD,Medium
1709,51,77295.0,Full-time,0,VIC,Medium
1710,39,27029.0,Full-time,1,NSW,Low
1711,52,38830.0,Self-employed,1,QLD,Low
1712,59,77162.0,Self-employed,2,WA,Medium
1713,53,55686.0,Self-employed,1,VIC,Low
1714,32,33421.0,Contract,0,VIC,Low
1715,46,126770.0,Full-time,1,QLD,Good
1716,54,40141.0,Contract,2,WA,Low
1717,59,60955.0,Contract,0,NSW,Medium
1718,62,54953.0,Self-employed,0,VIC,Low
1719,29,34914.0,Full-time,1,QLD,Low
1720,32,65675.0,Self-employed,0,NSW,Medium
1721,43,72842.0,Full-time,0,VIC,Medium
1722,45,47390.0,Self-employed,2,VIC,Low
1723,62,50610.0,Full-time,2,WA,Low
1724,38,80841.0,Self-employed,1,QLD,Medium
1725,33,22302.0,Part-time,2,NSW,Low
1726,53,39242.0,Full-time,0,NSW,Low
1727,36,66617.0,Self-employed,1,QLD,Medium
1728,37,46011.0,Part-time,1,QLD,Low
1729,43,45683.0,Part-time,1,NSW,Low
1730,49,93981.0,Full-time,0,VIC,Medium
1731,41,43623.0,Self-employed,1,QLD,Low
1732,54,161069.0,Full-time,2,NSW,Excellent
1733,31,24903.0,Full-time,1,VIC,Low
1734,61,19811.0,Full-time,0,QLD,Low
1735,53,92918.0,Self-employed,0,QLD,Medium
1736,54,36608.0,Part-time,0,QLD,Low
1737,23,36918.0,Full-time,0,VIC,Low
1738,54,97965.0,Full-time,2,SA,Medium
1739,54,46694.0,Part-time,1,NSW,Low
1740,62,94389.0,Contract,1,VIC,Medium
1741,34,44126.0,Self-employed,2,VIC,Low
1742,51,71773.0,Full-time,0,NSW,Medium
1743,54,46364.0,Full-time,1,VIC,Low
1744,34,37801.0,Full-time,0,NSW,Low
1745,47,142244.0,Self-employed,0,VIC,Good
1746,43,104635.0,Full-time,0,VIC,Good
1747,60,41634.0,Self-employed,3,QLD,Low
1748,23,54765.0,Full-time,0,SA,Low
1749,59,125256.0,Full-time,0,NSW,Good
1750,60,36530.0,Full-time,1,SA,Low
1751,47,37532.0,Self-employed,0,SA,Low
1752,36,75738.0,Contract,0,NSW,Medium
1753,55,186325.0,Full-time,2,WA,Excellent
1754,63,61508.0,Full-time,0,VIC,Medium
1755,65,101205.0,Full-time,2,WA,Good
1756,61,36000.0,Self-employed,1,SA,Low
1757,32,71720.0,Part-time,0,WA,Medium
1758,24,50021.0,Full-time,0,VIC,Low
1759,27,152255.0,Full-time,1,QLD,Excellent
1760,30,133165.0,Self-employed,0,VIC,Good
1761,27,187158.0,Part-time,1,VIC,Excellent
1762,30,42288.0,Full-time,2,NSW,Low
1763,60,60946.0,Part-time,2,VIC,Medium
1764,52,72228.0,Self-employed,1,QLD,Medium
1765,53,43121.0,Part-time,2,WA,Low
1766,62,63929.0,Full-time,0,SA,Medium
1767,33,94324.0,Part-time,0,NSW,Medium
1768,29,45470.0,Part-time,2,QLD,Low
1769,29,42122.0,Part-time,0,QLD,Low
1770,49,40748.0,Contract,1,NSW,Low
1771,41,30581.0,Full-time,1,VIC,Low
1772,28,91766.0,Part-time,0,NSW,Medium
1773,32,42073.0,Full-time,0,SA,Low
1774,41,39913.0,Full-time,1,SA,Low
1775,37,78006.0,Part-time,2,QLD,Medium
1776,25,59557.0,Contract,0,VIC,Low
1777,27,46039.0,Full-time,1,NSW,Low
1778,43,89798.0,Contract,1,WA,Medium
1779,47,45129.0,Full-time,0,NSW,Low
1780,24,20161.0,Full-time,0,VIC,Low
1781,62,116614.0,Full-time,0,NSW,Good
1782,63,39573.0,Part-time,1,SA,Low
1783,35,41795.0,Part-time,1,NSW,Low
1784,32,41887.0,Full-time,3,NSW,Low
1785,39,61685.0,Full-time,0,QLD,Medium
1786,33,52202.0,Part-time,3,NSW,Low
1787,44,98129.0,Part-time,1,SA,Medium
1788,33,136292.0,Full-time,0,NSW,Good
1789,34,42634.0,Self-employed,0,WA,Low
1790,46,37459.0,Part-time,1,QLD,Low
1791,40,46122.0,Full-time,2,QLD,Low
1792,57,74573.0,Full-time,1,WA,Medium
1793,29,56490.0,Self-employed,1,VIC,Low
1794,50,46620.0,Full-time,0,VIC,Low
1795,53,31304.0,Self-employed,0,NSW,Low
1796,65,19842.0,Full-time,0,NSW,Low
1797,39,36230.0,Part-time,0,QLD,Low
1798,27,112669.0,Full-time,2,NSW,Good
1799,39,74458.0,Contract,2,VIC,Medium
1800,40,54406.0,Contract,0,VIC,Low
1801,43,86240.0,Contract,2,QLD,Medium
1802,58,31447.0,Full-time,0,NSW,Low
1803,53,61597.0,Self-employed,0,WA,Medium
1804,62,24510.0,Full-time,0,NSW,Low
1805,24,71183.0,Self-employed,0,QLD,Medium
1806,49,68170.0,Full-time,0,WA,Medium
1807,31,68986.0,Self-employed,0,NSW,Medium
1808,56,107346.0,Contract,0,QLD,Good
1809,50,88256.0,Full-time,0,QLD,Medium
1810,36,32714.0,Full-time,1,WA,Low
1811,54,108159.0,Full-time,0,VIC,Good
1812,28,53921.0,Full-time,3,NSW,Low
1813,33,22358.0,Full-time,2,WA,Low
1814,51,56705.0,Self-employed,2,QLD,Low
1815,42,82749.0,Full-time,1,NSW,Medium
1816,52,36065.0,Part-time,1,SA,Low
1817,45,116591.0,Full-time,0,SA,Good
1818,41,37735.0,Full-time,2,VIC,Low
1819,58,47073.0,Full-time,0,NSW,Low
1820,25,42943.0,Full-time,0,VIC,Low
1821,49,25477.0,Part-time,0,WA,Low
1822,65,36440.0,Full-time,1,NSW,Low
1823,41,41943.0,Self-employed,0,VIC,Low
1824,45,56103.0,Full-time,3,QLD,Low
1825,53,13350.0,Contract,0,NSW,Low
1826,62,85672.0,Self-employed,2,VIC,Medium
1827,57,85249.0,Full-time,0,NSW,Medium
1828,55,108091.0,Full-time,1,VIC,Good
1829,57,28401.0,Full-time,1,VIC,Low
1830,23,51719.0,Self-employed,1,NSW,Low
1831,36,95867.0,Full-time,0,WA,Medium
1832,55,100082.0,Self-employed,1,VIC,Good
1833,57,125425.0,Full-time,0,QLD,Good
1834,27,63029.0,Full-time,1,QLD,Medium
1835,60,58222.0,Full-time,1,NSW,Low
1836,63,27475.0,Full-time,0,NSW,Low
1837,33,101970.0,Part-time,0,NSW,Good
1838,24,47565.0,Full-time,0,NSW,Low
1839,39,60899.0,Self-employed,2,QLD,Medium
1840,61,58899.0,Self-employed,2,QLD,Low
1841,42,18082.0,Full-time,0,WA,Low
1842,36,39906.0,Full-time,0,QLD,Low
1843,54,75127.0,Full-time,0,NSW,Medium
1844,56,58437.0,Self-employed,0,VIC,Low
1845,47,75426.0,Full-time,2,NSW,Medium
1846,29,88603.0,Full-time,1,NSW,Medium
1847,57,39671.0,Full-time,2,VIC,Low
1848,51,46278.0,Full-time,2,VIC,Low
1849,44,55793.0,Contract,1,VIC,Low
1850,63,88146.0,Self-employed,1,NSW,Medium
1851,65,53261.0,Full-time,1,VIC,Low
1852,35,24574.0,Self-employed,1,NSW,Low
1853,35,54226.0,Contract,2,VIC,Low
1854,23,86391.0,Full-time,2,VIC,Medium
1855,58,118008.0,Self-employed,0,NSW,Good
1856,26,68891.0,Full-time,2,NSW,Medium
1857,59,28481.0,Part-time,1,NSW,Low
1858,62,48865.0,Part-time,0,NSW,Low
1859,35,75927.0,Contract,2,NSW,Medium
1860,60,92328.0,Full-time,0,WA,Medium
1861,46,77152.0,Self-employed,2,NSW,Medium
1862,41,52796.0,Full-time,3,SA,Low
1863,23,91974.0,Full-time,0,VIC,Medium
1864,60,43465.0,Contract,2,VIC,Low
1865,27,65665.0,Self-employed,2,QLD,Medium
1866,38,87107.0,Full-time,1,QLD,Medium
1867,46,79883.0,Part-time,0,NSW,Medium
1868,49,80785.0,Full-time,0,NSW,Medium
1869,23,79774.0,Full-time,1,QLD,Medium
1870,56,35442.0,Self-employed,0,NSW,Low
1871,58,60402.0,Part-time,1,VIC,Medium
1872,26,38001.0,Full-time,2,SA,Low
1873,22,51806.0,Part-time,3,VIC,Low
1874,61,33376.0,Full-time,0,NSW,Low
1875,33,71146.0,Full-time,0,NSW,Medium
1876,57,22414.0,Full-time,2,NSW,Low
1877,44,81523.0,Contract,1,VIC,Medium
1878,52,60335.0,Self-employed,2,VIC,Medium
1879,32,154984.0,Full-time,2,VIC,Excellent
1880,31,54052.0,Full-time,1,NSW,Low
1881,24,54044.0,Part-time,0,NSW,Low
1882,35,84227.0,Self-employed,0,SA,Medium
1883,37,55645.0,Full-time,0,NSW,Low
1884,31,68694.0,Full-time,0,VIC,Medium
1885,50,98440.0,Contract,1,NSW,Medium
1886,31,52378.0,Part-time,1,NSW,Low
1887,33,108840.0,Full-time,1,SA,Good
1888,51,25859.0,Part-time,2,NSW,Low
1889,62,133484.0,Full-time,1,VIC,Good
1890,22,24487.0,Full-time,1,NSW,Low
1891,26,117723.0,Contract,2,QLD,Good
1892,41,23547.0,Full-time,0,WA,Low
1893,29,161182.0,Full-time,0,NSW,Excellent
1894,64,64889.0,Full-time,1,NSW,Medium
1895,33,37330.0,Self-employed,1,NSW,Low
1896,22,152141.0,Self-employed,1,VIC,Excellent
1897,41,34737.0,Full-time,0,VIC,Low
1898,49,53440.0,Part-time,0,SA,Low
1899,64,220214.0,Full-time,0,NSW,Excellent
1900,58,72967.0,Full-time,0,QLD,Medium
1901,58,21742.0,Part-time,1,NSW,Low
1902,33,52227.0,Full-time,1,NSW,Low
1903,58,49967.0,Contract,1,QLD,Low
1904,65,65792.0,Part-time,0,WA,Medium
1905,49,58558.0,Full-time,0,NSW,Low
1906,36,78663.0,Part-time,2,NSW,Medium
1907,27,27889.0,Full-time,1,VIC,Low
1908,65,45526.0,Part-time,2,QLD,Low
1909,41,69977.0,Full-time,0,WA,Medium
1910,35,40902.0,Full-time,1,NSW,Low
1911,23,103567.0,Self-employed,1,QLD,Good
1912,30,41313.0,Self-employed,3,NSW,Low
1913,58,64322.0,Full-time,3,VIC,Medium
1914,41,56813.0,Full-time,3,NSW,Low
1915,47,36050.0,Full-time,2,NSW,Low
1916,50,61713.0,Full-time,1,SA,Medium
1917,22,31071.0,Full-time,0,VIC,Low
1918,56,47963.0,Self-employed,1,NSW,Low
1919,27,60787.0,Full-time,0,QLD,Medium
1920,58,29329.0,Contract,0,QLD,Low
1921,26,81777.0,Full-time,1,NSW,Medium
1922,54,68199.0,Self-employed,2,VIC,Medium
1923,35,78120.0,Full-time,1,VIC,Medium
1924,33,59948.0,Self-employed,0,NSW,Low
1925,63,33680.0,Full-time,1,SA,Low
1926,41,59872.0,Self-employed,2,VIC,Low
1927,45,81760.0,Full-time,1,WA,Medium
1928,64,33019.0,Full-time,1,VIC,Low
1929,55,34358.0,Full-time,1,QLD,Low
1930,46,52942.0,Full-time,2,NSW,Low
1931,50,49729.0,Part-time,0,VIC,Low
1932,60,59392.0,Part-time,0,QLD,Low
1933,52,51749.0,Part-time,0,NSW,Low
1934,64,64861.0,Full-time,0,QLD,Medium
